Location,Sector,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Annual
Deerfield,Total,2016,"160,814","312,250","234,832","175,683","119,242","73,124","61,463","67,114","76,636","136,279","247,894","497,321","2,162,651"
Salisbury,Commercial & Industrial,2013,"160,977","134,959","121,281","78,129","50,369","40,579","42,559","43,455","41,538","58,982","108,851","160,746","1,042,425"
Stockbridge,Total,2017,"161,498","129,917","122,393","72,891","44,971","31,066","27,203","27,371","29,248","51,369","68,844","71,680","838,450"
Townsend,Commercial & Industrial,2013,"161,758","140,787","108,771","65,333","30,987","16,505","12,212","13,955","21,021","41,664","102,591","121,780","837,363"
Scituate,Commercial & Industrial,2014,"161,844","22,736","33,083","93,825","50,956","31,920","27,519","27,809","29,720","52,341","105,806","136,185","773,745"
Townsend,Commercial & Industrial,2014,"162,112","125,831","142,115","66,300","31,231","17,551","14,024","13,874","15,826","29,509","50,646","110,450","779,469"
Plainville,Total,2013,"162,114","158,932","140,265","102,282","46,199","31,967","24,515","24,311","30,569","45,893","69,192","112,057","948,295"
Upton,Total,2015,"162,314","152,450","118,822","65,014","25,565","18,058","15,346","14,495","23,192","47,409","60,902","102,986","806,554"
Essex,Total,2019,"162,382","144,660","118,566","73,760","45,527","29,031","23,422","23,004","25,302","45,180","107,070","135,284","933,187"
Rowley,Commercial & Industrial,2018,"162,536","113,516","115,230","76,512","30,709","23,135","21,731","20,435","23,904","47,198","83,010","118,483","836,398"
Montague,Commercial & Industrial,2017,"162,863","217,723","227,121","153,197","141,073","109,579","95,975","89,905","62,417","81,566","114,432","82,615","1,538,465"
Raynham,Residential,2013,"163,106","155,860","127,629","76,946","41,624","27,662","23,680","24,022","26,897","51,343","111,446","169,741","999,957"
Hamilton,Residential,2016,"163,655","137,765","108,440","78,397","45,056","21,856","17,788","17,427","21,407","46,298","91,895","147,328","897,313"
Norfolk,Commercial & Industrial,2013,"164,347","163,271","170,766","124,643","63,953","41,601","41,255","40,896","41,444","78,071","147,267","183,443","1,260,958"
Chatham,Commercial & Industrial,2015,"164,531","169,599","154,241","100,874","71,611","60,116","59,683","56,970","54,478","69,701","79,732","110,980","1,152,515"
Dighton,Commercial & Industrial,2018,"165,091","111,874","116,072","65,803","13,728","6,051","4,971","4,984","6,145","33,198","86,157","120,210","734,283"
Auburn,Residential,2019,"165,255","147,989","123,343","67,453","35,652","18,676","12,764","12,531","16,498","42,991","107,086","134,027","884,265"
Wenham,Residential,2014,"165,308","137,911","136,490","66,643","32,364","20,343","15,836","16,983","21,304","40,069","87,839","119,274","860,365"
All Towns,Commercial & Industrial,2013,"165,379,379","157,165,214","145,846,857","111,623,420","55,509,608","49,634,852","45,663,995","48,753,442","48,800,458","73,975,126","112,056,791","187,911,882","1,202,321,024"
Cohasset,Commercial & Industrial,2014,"165,483","144,622","141,093","71,926","46,506","23,584","19,564","22,076","27,569","44,891","83,099","122,984","913,397"
Holden,Commercial & Industrial,2013,"165,603","155,150","124,184","117,920","35,816","83,418","60,389","77,159","21,670","115,570","74,336","274,747","1,305,960"
Halifax,Total,2019,"166,113","138,930","132,892","70,745","46,026","22,584","18,065","18,439","23,168","46,936","95,533","129,654","909,085"
Whitman,Commercial & Industrial,2019,"166,145","154,159","129,283","70,841","40,651","24,640","19,581","20,395","24,771","50,741","101,347","136,885","939,437"
Duxbury,Commercial & Industrial,2019,"166,376","149,319","139,012","87,337","63,289","40,300","30,145","31,595","38,885","73,451","118,470","145,053","1,083,232"
Stockbridge,Total,2015,"166,454","163,594","148,442","84,179","40,292","29,823","26,271","24,732","30,134","61,755","81,357","68,386","925,419"
Auburn,Residential,2018,"166,612","117,711","122,396","78,738","33,033","15,957","12,844","12,006","15,884","50,955","107,291","135,966","869,395"
Essex,Total,2015,"166,682","156,924","143,117","74,656","40,060","27,830","25,377","24,607","28,244","46,222","75,183","96,975","905,877"
Hatfield,Total,2015,"166,698","172,306","195,429","97,762","30,839","15,773","13,707","13,050","16,369","50,985","95,513","51,407","919,838"
Williamstown,Commercial & Industrial,2018,"166,717","126,527","132,748","83,847","61,796","50,539","24,225","57,742","53,180","82,469","125,894","149,276","1,114,961"
Boxborough,Total,2013,"167,225","159,009","134,764","81,419","42,545","23,405","24,287","26,170","35,614","65,747","120,792","179,024","1,060,000"
Orleans,Commercial & Industrial,2013,"167,961","162,803","137,016","89,309","58,425","42,157","43,158","45,958","44,302","60,468","108,148","155,064","1,114,771"
Lakeville,Commercial & Industrial,2019,"168,383","96,053","89,783","53,805","40,320","37,272","44,160","43,248","47,043","68,299","101,234","122,729","912,329"
Cohasset,Commercial & Industrial,2019,"168,416","144,826","137,912","77,439","55,242","28,988","21,767","21,735","27,028","55,843","105,639","148,407","993,241"
Essex,Total,2018,"168,692","114,831","123,925","82,895","43,539","28,054","25,521","24,268","25,091","55,676","106,356","136,646","935,495"
West Bridgewater,Residential,2013,"168,864","156,759","134,805","74,574","35,673","23,944","18,888","19,316","23,765","47,790","111,956","169,050","985,384"
Carver,Residential,2017,"169,048","142,230","152,649","85,770","47,650","29,634","24,026","24,226","24,752","40,471","103,540","203,258","1,047,253"
Chatham,Commercial & Industrial,2019,"169,123","146,091","140,931","107,617","93,231","70,006","63,710","60,947","62,652","81,961","110,609","148,341","1,255,219"
Stockbridge,Total,2019,"169,221","147,754","129,775","78,783","47,438","26,633","23,020","25,506","32,987","56,616","106,603","144,354","988,690"
Salisbury,Commercial & Industrial,2017,"169,518","149,160","167,429","95,016","61,944","46,922","45,147","44,229","41,048","52,523","100,746","177,014","1,150,696"
Holbrook,Commercial & Industrial,2016,"169,555","166,552","127,682","84,110","41,876","24,698","20,560","18,021","21,739","60,330","146,777","239,057","1,120,957"
All Towns,Residential,2013,"169,614,945","155,239,153","153,352,695","95,606,239","51,637,868","30,232,039","23,970,312","23,490,425","26,999,695","53,858,613","114,826,195","193,900,277","1,092,728,454"
Townsend,Commercial & Industrial,2019,"169,954","131,506","120,626","61,617","34,950","16,784","13,600","14,741","20,393","41,035","83,053","117,689","825,947"
Ashby,Residential,2013,"17,045","15,750","13,601","8,152","3,914","2,819","2,137","2,269","2,660","5,601","12,000","18,171","104,119"
Brookfield,Commercial & Industrial,2014,"17,133","17,854","15,113","7,018","2,247",640,485,482,550,"3,261","9,597","14,530","88,910"
Warren,Commercial & Industrial,2014,"17,293","15,134","12,391","4,931","2,006","1,070",956,"1,014","1,250","2,888","7,271","12,810","79,015"
Rochester,Commercial & Industrial,2018,"17,512","12,106","13,122","9,209","4,179","2,223","1,684","1,783","2,389","5,132","8,505","15,241","93,084"
Leicester,Residential,2013,"17,611","13,694","13,172","7,402","3,206","1,876","1,532","1,739","2,001","4,859","12,225","18,266","97,584"
Granby,Commercial & Industrial,2019,"17,730","15,807","16,386","21,698","24,674","20,037","19,733","20,884","23,946","27,944","28,976","30,915","268,728"
Berkley,Residential,2017,"17,853","9,860","8,864","5,279","2,769","1,661","1,362","1,387","1,495","3,052","6,545","11,794","71,922"
Boston,Residential,2017,"17,990,820","15,158,156","16,375,165","8,865,951","5,319,359","3,131,908","2,485,228","2,494,416","2,733,550","4,484,990","11,083,113","20,696,108","110,818,764"
Holden,Commercial & Industrial,2015,"170,152","162,602","144,345","76,396","115,059","92,493","85,853","107,982","162,657","153,018","160,834","165,902","1,597,294"
Wenham,Residential,2019,"170,168","137,971","126,891","64,209","45,917","23,141","15,478","15,931","21,970","51,375","99,937","142,518","915,507"
Orleans,Commercial & Industrial,2014,"170,343","170,988","153,863","101,706","60,742","44,624","44,127","44,259","42,928","60,402","103,177","147,312","1,144,471"
Auburn,Residential,2015,"170,407","169,130","140,310","68,619","28,917","16,105","13,430","12,645","16,640","40,735","75,029","98,363","850,329"
Amherst,Commercial & Industrial,2016,"170,450","460,994","386,428","279,655","170,450","85,261","76,462","80,484","113,434","208,975","337,278","498,250","2,868,121"
Palmer,Commercial & Industrial,2016,"170,751","133,834","115,721","98,528","83,470","73,996","54,022","96,007","68,378","122,427","168,978","171,817","1,357,928"
Halifax,Total,2015,"170,988","174,516","136,893","38,230","41,132","25,713","21,469","20,533","22,500","45,527","77,072","126,915","901,488"
Ayer,Residential,2013,"171,170","155,493","134,051","84,648","39,381","25,532","21,563","22,280","27,467","67,154","133,733","204,631","1,087,104"
Palmer,Total,2014,"171,526","139,442","32,789","100,667","138,900","122,419","100,816","79,793","89,802","103,077","146,048","149,936","1,375,214"
Lincoln,Commercial & Industrial,2015,"171,784","168,929","147,406","72,521","32,604","18,224","13,751","10,769","17,365","44,572","79,329","112,643","889,897"
Williamstown,Commercial & Industrial,2015,"171,945","174,202","153,172","94,775","69,840","63,866","85,021","79,101","83,325","84,093","91,993","38,725","1,190,058"
Medway,Commercial & Industrial,2013,"172,326","158,039","139,487","78,152","42,739","31,687","26,250","27,227","32,748","64,011","107,967","172,342","1,052,976"
Maynard,Commercial & Industrial,2013,"172,328","179,084","147,097","156,121","31,070","22,189","18,030","15,660","16,900","31,148","54,253","288,207","1,132,087"
Plainville,Residential,2017,"172,653","86,425","88,702","58,398","32,264","23,023","15,551","13,494","15,996","24,515","65,111","109,260","705,390"
Townsend,Commercial & Industrial,2016,"172,680","109,528","83,307","59,633","30,391","16,407","13,109","11,619","15,173","33,898","71,819","139,712","757,274"
Hadley,Commercial & Industrial,2017,"172,776","146,765","148,986","79,868","47,785","33,919","30,495","32,081","33,487","50,391","53,106","108,400","938,059"
Raynham,Residential,2016,"172,872","157,415","122,130","93,729","50,767","28,589","26,022","25,182","28,134","84,023","223,119","335,910","1,347,892"
Groton,Residential,2017,"173,225","139,289","167,644","71,486","49,045","27,729","19,633","19,937","22,771","35,041","114,558","208,232","1,048,590"
West Boylston,Residential,2019,"173,272","156,434","138,338","79,731","47,755","21,859","17,506","17,847","26,562","57,357","114,124","153,777","1,004,563"
Stockbridge,Total,2014,"174,013","158,800","146,305","85,003","48,064","29,819","29,380","26,568","35,456","60,841","103,461","144,956","1,042,667"
Middleton,Commercial & Industrial,2013,"174,022","148,397","139,573","74,390","37,194","27,934","20,825","21,126","24,632","55,265","111,016","185,833","1,020,209"
West Bridgewater,Residential,2016,"174,035","158,207","122,073","91,872","50,816","23,057","19,992","19,099","22,496","69,347","218,917","336,030","1,305,941"
Dighton,Commercial & Industrial,2016,"174,064","145,302","95,436","67,600","32,143","6,491","5,451","5,590","7,301","26,768","86,791","147,810","800,748"
Halifax,Total,2018,"174,213","124,097","124,407","83,935","35,055","23,761","19,592","18,667","23,159","52,987","98,975","141,579","920,427"
Salisbury,Commercial & Industrial,2016,"174,477","151,244","118,344","86,933","57,174","42,812","42,501","42,052","39,212","57,635","88,083","160,694","1,061,161"
Hampden,Total,2014,"174,637","150,435","124,927","74,838","38,122","23,311","20,386","21,067","25,393","46,276","99,840","136,595","935,828"
Medway,Commercial & Industrial,2016,"174,734","170,545","126,267","91,310","60,460","38,941","32,065","29,575","30,093","71,056","121,175","238,810","1,185,031"
Millis,Residential,2014,"174,989","165,394","146,826","73,760","33,789","21,655","18,638","18,907","22,460","49,537","98,844","141,005","965,805"
Marion,Residential,2015,"175,013","175,590","148,631","78,803","37,273","21,809","18,318","16,493","21,569","44,935","76,971","96,452","911,856"
Carver,Residential,2014,"175,260","162,098","151,340","85,493","45,683","27,454","24,557","24,533","27,308","53,262","100,197","159,997","1,037,182"
Boxborough,Total,2017,"175,272","154,495","145,502","88,409","52,763","37,318","27,331","25,877","33,141","53,172","123,356","191,789","1,108,425"
Marion,Residential,2018,"175,331","126,936","140,796","89,431","45,314","24,145","19,373","17,788","20,782","55,395","110,510","160,994","986,796"
Avon,Residential,2017,"175,657","105,189","114,128","66,597","33,636","19,712","13,862","13,823","14,720","27,271","77,002","148,129","809,726"
Gardner,Residential,2015,"175,713","163,618","145,418","79,376","34,485","20,925","16,093","14,711","19,911","40,261","46,133","52,184","808,829"
Wayland,Commercial & Industrial,2016,"176,180","162,779","140,282","101,237","59,794","31,642","26,792","27,284","38,570","69,044","113,949","165,151","1,112,704"
Winthrop,Commercial & Industrial,2016,"176,715","172,604","139,905","99,347","58,209","34,444","31,059","30,135","33,076","62,560","110,570","169,764","1,118,387"
Duxbury,Commercial & Industrial,2016,"176,787","136,301","113,291","90,642","56,942","29,601","25,968","25,635","32,092","62,385","128,809","192,545","1,070,996"
Palmer,Total,2015,"176,815","184,799","145,550","74,687","53,739","42,652","36,935","38,490","41,176","62,375","82,296","126,612","1,066,126"
Boxborough,Total,2016,"177,223","153,020","126,170","89,224","55,718","25,339","26,996","28,771","31,829","64,113","109,610","161,151","1,049,163"
Millis,Commercial & Industrial,2015,"177,227","175,328","140,093","64,836","21,664","12,305","11,651","11,643","12,965","24,572","48,797","115,022","816,104"
Palmer,Commercial & Industrial,2019,"177,326","151,159","138,987","104,759","65,034","56,512","51,247","98,104","122,369","145,065","189,945","161,807","1,462,314"
Middleton,Residential,2013,"177,913","146,663","131,688","70,250","36,405","28,776","20,939","23,192","26,647","54,723","117,158","194,132","1,028,484"
Groton,Residential,2016,"178,315","159,549","112,474","84,421","43,249","22,722","18,108","17,266","22,221","56,288","102,368","171,789","988,771"
West Boylston,Commercial & Industrial,2015,"178,364","175,890","152,394","72,430","32,761","21,107","18,470","18,157","22,269","41,165","69,648","175,944","978,599"
Whitman,Commercial & Industrial,2018,"178,858","121,317","124,124","83,652","37,585","21,266","17,999","18,582","20,522","50,396","106,973","139,671","920,946"
Webster,Residential,2013,"178,922","165,217","141,683","94,151","45,255","30,277","27,075","27,658","33,748","79,273","151,896","238,394","1,213,550"
Westwood,Residential,2013,"179,227","258,642","411,809","331,146","193,037","102,696","60,951","50,803","49,381","64,367","142,475","389,600","2,234,134"
