ACO_ID,ACO_Name,ACO_State,Agree_Type,Agreement_Period_Num,Initial_Start_Date,Current_Start_Date,Current_Track_1,Current_Track_2,Current_Track_3,Current_Track_1_Plus,Current_BASIC_A,Current_BASIC_B,Current_BASIC_C,Current_BASIC_D,Current_BASIC_E,Current_ENHANCED,Risk_Model,Adv_Pay,AIM,SNF_Waiver,N_AB,Sav_rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,DisAdj,EarnSaveLoss,DisAffQual,Met_QPS,QualScore,RecvdMean,RegTrndUpdt,PosRegAdj,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,Adv_Pay_Amt,Adv_Pay_Recoup,QualPerfShare,FinalShareRate,RevLossLimit,Rev_Exp_Cat,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_AB_Year_PY,N_AB_Year_ESRD_PY,N_AB_Year_DIS_PY,N_AB_Year_AGED_Dual_PY,N_AB_Year_AGED_NonDual_PY,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,chf_adm,copd_adm,prov_Rate_1000,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,P_SNF_ADM,N_CAH,N_FQHC,N_RHC,N_ETA,N_Hosp,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,ACO1,ACO2,ACO3,ACO4,ACO5,ACO6,ACO7,ACO34,ACO45,ACO46,ACO8,ACO38,ACO43,ACO13,ACO14,ACO17,ACO18,ACO19,ACO20,ACO42,ACO40,ACO27,ACO28
A2571,"NewYork Quality Care","NY, NJ",Renewal,2,1/1/2015,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,34239,0.0856,0.0236,37565826,37565826,"",18194513,1,1,96.87,1,1,0,13218,13665,439085939,401520113,"","",0.5,0.48,0,"High Revenue",86614,14939,14845,11563,95525,15451,15813,11493,92727,14834,16386,11605,91413,15611,16144,10402,12087,1.08,1.286,1.011,1.082,1.029,1.235,0.977,1.075,1.059,1.231,1.039,1.063,1.052,1.239,1.07,1.05,414,3416,3923,28748,33220,313,2546,3023,27337,3544,14571,11046,5078,20090,14149,26521,3369,709,1176,15,2449,3961,3645,63,239,71,159,790,2781,4064,73,454,313,273,258,2,10,3,11,3,751,458,202,665,356,9760,2682,6490,581,8,36,0,0,0,0,1,4,1082,3473,648,337,0,^,^,^,^,^,^,^,^,^,^,~,~,0.78,91.04,82.53,91.3,34.08,74.6,75.6,89.07,25,18.25,67.65
A2575,"Prisma Health Upstate Network, LLC",SC,Renewal,2,1/1/2015,1/1/2018,0,0,0,1,0,0,0,0,0,0,Two-Sided,0,0,1,59673,0.0081,0.02,4572508,0,"",0,1,1,96.87,1,1,1,9668,9849,564319149,559746641,"","",0.5,0.48,0,"High Revenue",79789,8107,15151,8741,76366,8032,17530,8650,73822,8630,18011,9084,79460,8445,20407,8848,9589,0.951,0.977,1.035,0.991,0.948,0.93,1.047,0.978,0.966,0.967,1.08,0.993,0.955,0.951,1.024,0.98,451,6117,1222,46244,58373,473,5215,1037,51647,5678,28487,18718,6790,34141,25532,53097,5040,140,136,24,1236,2419,2054,52,297,40,409,550,2605,2899,136,531,295,223,203,2,14,5,10,3,769,508,151,609,200,9699,3363,3934,2005,398,45,2,6,13,0,10,12,842,1633,631,298,2,^,^,^,^,^,^,^,^,^,^,~,~,0.88,97.92,85.14,94.12,87.5,80.9,81.04,73.25,3.75,11.65,64.96
A2580,"Innovative Health Alliance of New York, LLC",NY,Renewal,2,1/1/2015,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,20770,0.0422,0.0249,9027498,9027498,"",4457327,1,1,98.75,0,1,1,10558,10079,213896154,204868655,"","",0.5,0.49,0,"High Revenue",66534,8793,11583,8153,74179,9353,12280,8521,72233,9574,11694,8736,69991,9752,12354,8912,10112,0.963,0.967,0.95,1.033,0.983,0.966,0.961,1.044,0.974,0.969,1.026,1.027,1.032,0.975,0.998,1.036,269,4599,1761,15666,20259,266,3699,1450,14845,4423,8993,4995,2359,11487,9283,18190,1233,202,177,22,946,3019,2748,2,207,67,94,455,2555,3445,131,320,256,298,278,0,12,8,17,5,782,654,226,671,238,9803,3058,4726,1826,193,32,0,12,0,0,6,7,449,685,335,384,0,^,^,^,^,^,^,^,^,^,^,~,~,0.8,97.13,74.71,94.52,77.26,81.19,73,85.45,7.53,16.34,80.03
A2581,"Franciscan Riverview Health ACO",IN,Renewal,2,1/1/2015,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,5234,-0.0005,0.0383,-20963,0,"",0,1,1,96.87,1,1,1,8694,9077,44628645,44649608,"","",0.5,0.48,0,"High Revenue",76965,9332,17170,7735,46423,9387,16746,7921,84529,9924,15286,8609,31678,8832,15736,8274,8698,1.063,0.987,0.98,0.934,0.926,0.901,0.943,0.888,0.976,0.932,0.902,0.88,0.87,0.889,0.936,0.965,21,492,205,4485,5133,4,803,220,4106,936,2474,1357,467,2924,2310,4850,165,24,12,3,180,2533,1847,45,464,190,96,482,2429,2527,73,401,317,230,189,1,24,16,8,2,767,612,139,626,202,8715,2966,3662,1229,857,28,0,9,0,0,1,34,36,131,48,16,1,^,^,^,^,^,^,^,^,^,^,~,~,0.8,74.84,72.73,75.76,33.6,73.79,76.08,83.4,0,15.19,70.38
A2584,"Carroll ACO, LLC","MD, PA",Renewal,2,1/1/2015,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,8723,-0.0091,0.0313,-896745,0,"",0,1,1,97.19,0,1,1,11506,11747,98185718,99082462,"","",0.5,0.49,0,"High Revenue",86426,11704,15442,10364,88237,13217,14756,10480,101394,14159,15924,10932,100458,13223,14520,11037,11612,1.008,0.93,0.903,0.953,1.041,1,0.952,0.958,0.903,1.004,0.834,0.98,0.905,0.93,0.757,0.947,29,770,222,7398,8533,32,618,212,7671,848,4139,2782,954,4902,3821,8172,204,54,12,2,279,3988,3897,21,76,7,172,422,2716,3662,92,453,220,206,202,0,4,0,11,6,772,456,159,778,273,9778,3488,4620,1668,2,34,0,0,0,0,1,0,59,123,47,86,0,^,^,^,^,^,^,^,^,^,^,~,~,1.68,82.58,66.97,73.68,67.68,74.22,76.03,85.76,27.27,14.03,76.02
A2587,"Springfield Clinic ACO, LLC",IL,Renewal,2,1/1/2015,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,21289,-0.0005,0.0249,-109846,0,"",0,1,1,96.87,1,1,1,10047,9819,206591407,206701253,"","",0.5,0.48,0,"High Revenue",67219,8839,15112,8627,67019,9184,16113,8683,72605,10094,16557,8918,75063,10247,16714,9187,10052,1.008,0.938,0.967,0.969,0.986,0.925,0.979,0.965,1.004,0.969,1.018,0.965,1.022,0.975,1.027,0.954,123,2459,1240,17571,20563,97,2000,1234,17232,2856,9691,6051,2691,11903,9386,20295,426,38,19,8,503,2760,2606,10,119,37,142,977,2275,3496,132,294,304,270,261,0,5,3,13,6,790,631,162,899,202,7650,1419,3162,1474,1596,65,0,0,13,0,0,0,119,283,158,58,0,^,^,^,^,^,^,^,^,^,^,~,~,1.35,90.31,63.18,78.46,74.13,78.01,75.53,84.4,7.69,12.42,63.13
A2591,"Mission Health Partners, Inc.",NC,Renewal,2,1/1/2015,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,50278,0.0351,0.0219,15485501,15485501,"",7500199,1,1,96.87,1,1,1,8992,8726,441786745,426301244,"","",0.5,0.48,0,"High Revenue",68586,9165,11972,7765,71434,8885,11907,7913,68769,9444,12688,7894,78642,9495,13144,7998,8676,0.96,1.001,0.917,0.936,0.99,0.995,0.925,0.939,0.996,0.974,0.993,0.932,1,0.971,0.953,0.927,228,7573,3117,42506,49133,213,5050,2082,41788,6576,24768,14237,4697,28438,21840,47740,814,110,102,140,1372,2309,2074,51,160,40,195,449,2271,2815,125,378,353,221,205,2,8,6,11,3,766,523,130,575,194,9039,3367,3088,1687,896,34,13,12,18,0,10,19,1172,2048,618,518,0,^,^,^,^,^,^,^,^,^,^,~,~,0.8,79.63,70.17,82.5,62.67,69.44,73.75,80.04,7.69,11.53,74.41
A2592,"BayCare Physician Partners ACO, LLC",FL,Renewal,2,1/1/2015,1/1/2018,0,0,1,0,0,0,0,0,0,0,Two-Sided,0,0,1,43692,0.027,0.005,13032240,13032240,"",9566479,1,1,97.88,0,1,1,11279,11694,483001846,469969607,"","",0.75,0.73,0,"High Revenue",75845,10323,18921,10399,74722,10146,18803,10426,72309,10198,19560,10612,83752,11101,19115,10041,10975,0.98,1.068,1.072,1.136,1.005,1.069,1.034,1.136,0.993,1.077,1.051,1.124,1.042,1.055,1.104,1.148,307,2923,1364,34904,42823,363,2472,1165,38822,2772,20467,14274,6179,25691,18001,40038,1642,334,374,12,1292,2598,2298,95,215,20,331,632,1966,4692,104,630,323,253,237,3,11,3,13,4,806,535,203,709,276,11519,4102,6012,1368,38,51,0,0,0,0,9,12,375,1001,352,279,1,^,^,^,^,^,^,^,^,^,^,~,~,0.88,97.38,85.25,87.5,85.96,85.14,86.55,83.51,11.25,11.46,71.96
A2596,"Carolina Medical Home Network Accountable Care Organization LLC",NC,Renewal,2,1/1/2015,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,1,0,7091,0.0554,0.0338,3577545,3577545,"",1732737,1,1,96.87,1,1,1,9424,9259,64546019,60968475,2530000,1732737,0.5,0.48,0,"Low Revenue",72393,8332,10371,7941,70401,8075,9896,7592,67912,9042,9061,7883,62257,8426,9547,7719,8902,0.932,0.894,0.805,0.969,0.988,0.907,0.783,0.93,0.956,0.884,0.81,0.901,0.937,0.894,0.785,0.917,82,3023,1683,3530,6849,79,2103,1262,3405,2462,2790,1318,521,4027,3064,4635,1756,185,309,12,194,2733,2376,94,158,157,186,735,2495,2118,145,474,278,283,253,2,7,22,17,7,724,804,227,550,149,9948,333,2368,1289,5958,59,0,87,0,0,0,2,111,7,94,40,0,^,^,^,^,^,^,^,^,^,^,~,~,0.91,-,-,-,-,-,-,-,-,-,-
A2597,"Genesys PHO, L.L.C.",MI,Renewal,2,1/1/2015,1/1/2019,0,0,1,0,0,0,0,0,0,0,Two-Sided,0,0,1,9598,0.0357,0.005,3619048,3619048,"",2629258,1,1,96.87,1,1,1,10825,12048,101461509,97842461,"","",0.75,0.73,0,"High Revenue",92375,9382,16378,10293,93169,8768,19894,10718,90392,9641,19113,10485,85332,8208,16204,9424,10439,1.102,0.948,1.057,1.095,1.075,0.947,1.058,1.103,1.055,0.991,1.109,1.115,1.049,0.997,1.064,1.109,130,2142,524,8559,9373,118,1627,371,7256,1745,4200,2605,1048,5323,4275,8581,673,66,18,6,254,3232,2960,84,207,39,384,633,1891,3556,148,402,312,280,265,2,9,4,17,4,792,507,226,551,169,8856,4023,3533,1275,25,53,0,0,0,0,1,2,129,175,60,29,0,^,^,^,^,^,^,^,^,^,^,~,~,0.73,90.22,71.37,65.22,67.43,85.32,84.77,76.92,6.1,12,75.78
A2598,"UMASS Memorial Accountable Care Organization, INC.",MA,Renewal,2,1/1/2015,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,45908,0.0275,0.0224,13721777,13721777,"",6732247,1,1,98.13,0,1,1,11178,11240,499519508,485797731,"","",0.5,0.49,0,"High Revenue",89067,10759,14400,10134,107415,10954,14330,10000,93983,10836,13725,10022,98814,10525,14673,9734,10871,1.028,0.995,0.952,1.013,1.027,0.966,0.937,1.019,1.053,0.975,0.929,1.003,1.031,0.976,0.909,0.997,259,10812,3724,28884,44686,237,8889,4600,30960,10381,20021,11152,4354,25099,20809,41090,1117,399,1257,16,2029,3581,3070,70,331,147,196,689,3140,2517,148,699,273,283,256,2,14,11,14,8,771,643,206,690,214,8842,3119,3652,1576,496,53,2,17,2,0,7,7,781,1532,644,306,22,^,^,^,^,^,^,^,^,^,^,~,~,1.14,93.98,83.79,88.89,68.13,80.24,83.2,87.84,1.47,14.34,73.52
A2599,"Ascension Care Management Health Partners Evansville, LLC","IN, KY, IL",Renewal,2,1/1/2015,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,11017,-0.0116,0.0294,-1276104,0,"",0,1,1,98.13,0,1,1,10268,10125,109688075,110964179,"","",0.5,0.49,0,"High Revenue",74470,9747,17944,8531,80198,10638,15973,8467,80221,10096,17776,9193,75980,11493,21908,9239,10388,1.016,0.997,1.048,0.928,1.012,1.03,1.01,0.937,1.02,1.033,1.006,0.961,1.026,1.059,1.055,0.95,67,1182,515,9317,10682,71,873,440,9298,1247,5610,3018,1142,5907,5110,10409,323,25,3,1,256,3155,2577,81,476,36,224,666,3213,2627,91,355,310,296,263,2,26,4,18,3,780,547,200,848,195,9513,3379,4052,2067,15,48,3,0,0,0,2,4,171,234,141,11,1,^,^,^,^,^,^,^,^,^,^,~,~,1.03,93.95,88.14,85.71,72.06,84.27,77.41,88.62,12.16,12.5,76.77
A2600,"Ascension Care Management Health Partners Indianapolis, LLC",IN,Renewal,2,1/1/2015,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,27573,0.0611,0.0242,15196195,15196195,"",7579102,1,1,99.75,0,1,1,9250,9636,248507457,233311262,"","",0.5,0.5,0,"High Revenue",83562,8800,13774,8194,81372,8656,13491,8313,83705,9284,14480,8626,72159,9043,14340,7979,8685,1.008,0.944,0.933,0.916,1.036,0.948,0.944,0.92,1.05,0.979,0.973,0.951,1.028,0.978,0.954,0.938,148,4756,2000,27449,26865,104,2755,1473,22533,3576,13046,7745,3206,15958,11615,24612,1816,161,64,10,910,2487,2232,56,204,27,201,671,2190,2584,80,376,291,225,212,1,10,3,12,3,763,565,133,679,186,8391,2554,3859,1437,541,45,14,0,6,0,13,11,814,1448,645,173,6,^,^,^,^,^,^,^,^,^,^,~,~,0.81,95.16,85,81.25,61.85,80.24,80.57,87.07,1.82,7.26,75.9
A2602,"Valley Connected Care",NC,Renewal,2,1/1/2015,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,9434,-0.0724,0.0306,-6827583,0,"",0,1,1,100,0,1,0,10417,11239,94313334,101140917,"","",0.5,0.5,0,"High Revenue",82738,9731,15869,9153,77903,9067,16983,10200,84388,9939,15837,9705,75543,10974,16323,9986,11172,1.046,1.008,1.042,1.086,1.051,1.009,1.069,1.121,1.057,1.012,1.092,1.069,0.932,0.942,0.994,1.044,106,2004,1246,6480,9053,58,1477,862,6656,1831,4094,2521,988,5643,3791,5820,3099,117,89,76,233,3581,3177,167,260,26,291,760,2848,3080,194,498,353,361,340,4,15,3,21,9,761,827,283,705,196,10469,3081,4055,2522,811,54,2,0,7,0,4,4,324,453,169,211,0,^,^,^,^,^,^,^,^,^,^,~,~,1.54,93.29,67.37,85.9,98.08,54.07,63.79,91.47,89.8,12.19,52.68
A2612,"Bassett Accountable Care Partners, LLC",NY,Renewal,2,1/1/2015,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,12004,0.0184,0.0288,2534132,0,"",0,1,1,98.13,0,1,0,11733,10941,137479733,134945601,"","",0.5,0.49,0,"High Revenue",83120,8745,13250,8936,75718,9779,14069,9668,86475,9667,15660,9965,91810,9922,16147,10407,11517,0.931,0.843,0.969,0.977,0.958,0.862,0.958,0.984,0.954,0.881,0.97,0.986,1.004,0.864,0.954,0.983,103,2516,1365,9595,11717,90,1908,1157,8562,2219,4971,3326,1488,6443,5561,11450,115,31,25,7,376,3634,3483,8,98,48,203,1122,4063,2080,147,278,325,273,262,0,5,6,11,5,827,733,153,735,214,8497,2650,3195,2498,154,50,6,0,8,0,6,9,272,770,271,176,0,^,^,^,^,^,^,^,^,^,^,~,~,1.06,91.88,85.75,96.49,85.43,81.79,81.52,76.5,0,13.9,71.46
A2616,"Mercy Health ACO, LLC","MO, OK, AR",Renewal,2,1/1/2015,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,134096,0.0462,0.02,60919682,60919682,"",29603158,1,1,97.19,0,1,1,10110,10168,1319041859,1258122177,"","",0.5,0.49,0,"High Revenue",72110,9455,15796,8508,74827,9798,15604,8756,79567,10206,16051,9051,76531,9922,16617,8795,9643,1.013,0.974,1.016,1.008,0.999,0.99,1.043,1.004,1.027,1.028,1.088,1.037,1.01,1.042,1.097,1.059,837,18226,6291,107312,130472,832,13862,4945,110832,18106,63973,38053,13964,76741,57355,125650,3421,699,574,955,2797,2683,2211,72,375,45,226,460,2961,2613,84,508,318,254,228,3,19,4,13,3,775,594,168,632,210,8480,2976,3437,1608,460,38,32,0,42,0,28,44,1797,2987,1490,503,24,^,^,^,^,^,^,^,^,^,^,~,~,0.76,96.25,91.84,100,80.47,77.61,81.68,83.73,12.16,13.73,72.94
A2617,"Penn State Health Care Partners",PA,Renewal,2,1/1/2015,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,12769,-0.0323,0.0283,-4242985,0,"",0,1,1,96.87,1,1,0,10574,11211,131290885,135533869,"","",0.5,0.48,0,"High Revenue",72969,10949,11948,9831,88778,11612,13947,9724,78983,11987,12545,10374,100047,12275,11847,9774,10916,0.996,1.033,0.887,1.017,1.036,1.054,0.892,1.027,1.043,1.068,1.005,1.033,1.014,1.022,0.976,0.976,97,2264,637,9936,12416,99,1681,505,10131,2149,6259,3119,1242,7299,5470,11545,456,85,184,4,495,3572,2794,67,710,64,187,328,3454,2793,74,474,347,310,269,2,34,5,20,5,752,585,218,790,225,8121,2912,3575,1631,3,32,0,0,0,0,2,2,390,1021,325,294,1,^,^,^,^,^,^,^,^,^,^,~,~,0.93,96.37,70.64,81.82,81.71,82,72.58,81.82,1.47,17.6,68.67
A2619,IRCCO,IL,Renewal,2,1/1/2015,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,1,0,42104,-0.0675,0.0228,-30857573,0,"",0,1,1,96.87,1,1,0,11294,11087,457441959,488299532,2530000,0,0.5,0.48,0,"High Revenue",76351,9916,17986,9533,87385,10232,18377,9818,82156,9744,18747,9933,92715,11125,22766,10159,12056,1.03,0.94,1.008,0.969,1.013,0.954,1.026,0.974,1.036,0.97,1.051,0.983,1.07,0.98,1.046,0.959,213,6269,3876,29388,40502,204,5420,4344,30534,6859,17739,11610,5896,23814,18290,40722,414,65,141,18,744,3331,3068,54,171,64,234,1883,3839,2323,199,351,339,324,309,1,8,6,16,6,778,795,170,620,164,8463,1145,2492,1263,3563,114,46,0,83,0,27,43,1392,3590,1243,408,19,^,^,^,^,^,^,^,^,^,^,~,~,1.45,86.13,67.33,71.13,69.79,64.47,67.06,83.96,26.42,21.38,70.1
A2620,"Northwestern Medicine Physician Network ACO",IL,Renewal,2,1/1/2015,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,73403,-0.0125,0.02,-9373986,0,"",0,1,1,98.19,0,1,0,10472,11188,749234711,758608697,"","",0.5,0.49,0,"High Revenue",83950,13057,17127,9177,88804,13606,16540,9603,88512,13728,16761,9882,83614,14227,16841,9641,10603,1.006,1.137,0.976,0.905,1.021,1.13,0.99,0.915,1.038,1.166,1.029,0.945,1.005,1.144,1.007,0.934,359,4760,2165,46877,71544,374,4945,2575,63650,7386,37286,21289,7442,43137,30266,63134,4830,1092,793,22,3532,2794,2466,27,301,34,184,460,2957,3713,84,455,295,245,228,1,13,4,14,3,726,517,177,712,311,8874,3002,4623,1242,6,35,0,0,0,0,1,1,708,2602,636,403,21,^,^,^,^,^,^,^,^,^,^,~,~,0.77,97.77,91.64,87.88,76.92,77.95,77.29,86.97,2.22,8.12,73.33
A2628,"Adena Healthcare Collaborative, LLC",OH,Renewal,2,1/1/2015,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,8309,0.0033,0.0317,297481,0,"",0,1,1,96.87,1,1,1,11247,11499,90670315,90372834,"","",0.5,0.48,0,"High Revenue",98353,9490,15596,9020,88026,9027,15232,9158,90197,9817,15891,9832,81292,10216,16877,10005,11210,1.099,1.055,1.135,1.089,1.058,1.026,1.057,1.076,1.04,1.033,1.113,1.048,1.022,0.997,1.146,1.089,80,2202,869,5765,8062,68,1526,663,5805,1837,3757,2012,703,4584,3725,7916,222,26,5,2,138,3317,3183,30,70,61,335,1038,3490,2254,268,439,420,327,317,1,3,6,5,1,819,771,209,931,215,9143,3129,3903,2081,29,71,4,0,0,0,3,2,163,421,197,26,2,^,^,^,^,^,^,^,^,^,^,~,~,1.18,96.89,57.87,96.55,42.32,74.15,66.23,84.25,8.33,17.02,67.06
A2631,"WCHN ACO","CT, NY",Renewal,2,1/1/2015,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,18616,-0.0093,0.0256,-1981182,0,"",0,1,1,97.66,0,1,1,11809,12002,213888498,215869680,"","",0.5,0.49,0,"High Revenue",81211,11234,15111,10434,93551,11802,16659,10816,90716,11591,17015,11016,94031,13581,16618,10804,11918,1.014,0.954,0.957,1.003,0.988,0.983,0.989,1.01,1.005,0.924,0.944,1.014,1.018,0.954,0.889,1.007,83,1349,1935,17475,18113,94,1040,1622,15357,1494,7898,6226,2998,10515,8101,17074,373,204,118,3,844,3447,3254,46,120,48,206,971,3156,3479,130,735,232,274,265,1,5,3,13,4,832,545,222,716,259,11308,3595,6033,1673,7,71,0,0,0,0,2,3,227,566,102,195,1,^,^,^,^,^,^,^,^,^,^,~,~,1.01,81.13,58.58,81.25,76.19,78.34,76.74,87.29,0,14.62,71.34
A2634,"Akira Health of Los Angeles Inc",CA,Renewal,2,1/1/2015,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,1,0,4713,0.075,0.0406,3892476,3892476,"",1885418,1,1,96.88,0,1,0,11243,11572,51902861,48010385,0,0,0.5,0.48,0,"Low Revenue",107297,11369,14935,9972,96393,12737,15641,10166,113400,13006,18771,10078,104836,11653,14139,9640,10400,1.091,0.991,0.958,0.901,1,0.94,0.888,0.904,1.012,0.961,0.958,0.909,0.955,0.825,0.865,0.879,35,258,430,5355,4616,19,128,322,4148,251,2129,1649,684,2570,2143,3673,42,361,123,6,508,2925,2641,59,224,39,316,803,1767,4000,85,718,170,179,170,1,7,1,9,4,783,389,143,458,263,9850,4053,5386,405,6,37,0,0,0,0,0,0,37,7,7,8,0,^,^,^,^,^,^,^,^,^,^,~,~,0.9,88.77,78.81,90,61.96,75.42,76.3,83.91,28.57,17.89,82.06
A2643,"PA MSSP PMA",PA,Renewal,3,1/1/2015,1/1/2020,0,0,0,0,0,0,0,0,0,1,Two-Sided,0,0,1,7973,0.1335,0.01,10471658,10471658,"",7731029,1,1,98.44,0,0,1,10041,11182,78464883,67993225,"","",0.75,0.74,0,"Low Revenue",112069,10574,13083,9243,135723,9001,15404,9482,102234,9689,14937,10064,87989,8326,16722,8470,8701,1.21,0.92,0.983,0.939,1.191,0.988,1.013,1.011,1.175,1.012,1.138,1.04,1.098,0.957,1.165,1.029,7,479,168,7440,7814,7,439,158,7210,682,4472,2181,638,4671,3302,7238,327,61,21,0,326,2003,1836,17,126,31,171,339,1649,3613,67,426,230,193,184,1,5,3,13,6,818,353,150,431,227,10698,5627,4427,643,0,35,0,0,0,0,0,0,33,0,13,1,0,^,^,^,^,^,^,^,^,^,^,~,~,0.95,91.69,91.05,84.21,82.65,96,95.68,83.5,33.33,11.95,85.4
A2645,"Mission Health Care Network, LLC","TN, GA",Renewal,2,1/1/2015,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,24398,0.039,0.0246,8711467,8711467,"",4219284,1,1,96.87,1,1,1,9367,9447,223622021,214910555,"","",0.5,0.48,0,"High Revenue",72512,8095,12972,8347,74191,8642,12958,8504,71602,8721,13557,8725,71299,9451,13355,8358,9002,0.98,0.959,0.978,0.98,0.967,0.953,0.924,0.981,0.976,0.948,0.964,0.991,0.928,0.912,0.974,0.974,167,2487,763,21876,23872,174,1578,543,21577,2255,11888,7659,2596,13760,10638,22701,1128,81,24,7,457,2387,1977,21,378,22,190,345,1825,3583,83,448,306,224,202,1,19,2,12,2,746,488,150,679,225,9448,3667,3911,1860,9,30,0,0,0,0,1,0,154,263,208,43,0,^,^,^,^,^,^,^,^,^,^,~,~,0.74,85.8,66.9,91.67,63.47,71.38,71.63,88.8,6.67,12.93,76.58
A2654,"West Tennessee Clinical Partners","KY, TN",Renewal,2,1/1/2015,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,30698,0.0501,0.0239,14695616,14695616,"",7117628,1,1,96.87,1,1,1,9810,9892,293122333,278426717,"","",0.5,0.48,0,"Low Revenue",81711,8359,14878,8332,86997,8182,14927,8439,75421,8618,14802,8754,74040,8665,15410,8351,9318,1.014,0.949,1.038,1.009,1.039,0.955,1.026,1.001,1.036,0.96,1.006,1.008,0.986,0.94,0.979,1.009,221,5445,2806,24596,29880,232,3740,1770,24139,4645,14248,8588,3217,16842,13856,28632,1458,88,35,22,463,2678,2295,49,278,82,161,621,2265,2796,182,557,349,253,229,1,15,8,14,5,810,574,169,626,170,10652,4888,3339,1736,688,49,0,0,14,0,0,0,129,38,178,43,1,^,^,^,^,^,^,^,^,^,^,~,~,1.03,84.31,80.73,79.41,68.31,77.56,75.5,83.94,18.97,16.28,70.43
