Month End,Year Week,Current (Arrival) Region,Current (Arrival) District,Previous (Departure) Region,Previous (Departure) District,Reason,Current (Arrival) Priority Need,Number of Individuals
31/12/2018,201849,Gedo,Garbahaarey,Gedo,Belet Xaawo,Conflict/Insecurity,Humanitarian Aid,6
31/12/2018,201849,Gedo,Garbahaarey,Gedo,Belet Xaawo,Conflict/Insecurity,Protection,8
31/10/2018,201843,Gedo,Garbahaarey,Gedo,Ceel Waaq,Other,Humanitarian Aid,6
31/12/2018,201852,Gedo,Garbahaarey,Gedo,Garbahaarey,Conflict/Insecurity,Food,6
30/11/2018,201848,Gedo,Garbahaarey,Gedo,Garbahaarey,Conflict/Insecurity,Food,7
31/10/2018,201840,Gedo,Garbahaarey,Gedo,Garbahaarey,Conflict/Insecurity,Food,7
31/10/2018,201841,Gedo,Garbahaarey,Gedo,Garbahaarey,Conflict/Insecurity,Food,14
30/09/2018,201838,Gedo,Garbahaarey,Gedo,Garbahaarey,Conflict/Insecurity,Food,6
31/10/2018,201842,Gedo,Garbahaarey,Gedo,Garbahaarey,Conflict/Insecurity,Health,8
31/08/2018,201833,Gedo,Garbahaarey,Gedo,Garbahaarey,Conflict/Insecurity,Humanitarian Aid,8
31/08/2018,201834,Gedo,Garbahaarey,Gedo,Garbahaarey,Conflict/Insecurity,Humanitarian Aid,10
31/08/2018,201835,Gedo,Garbahaarey,Gedo,Garbahaarey,Conflict/Insecurity,Humanitarian Aid,16
31/12/2018,201850,Gedo,Garbahaarey,Gedo,Garbahaarey,Conflict/Insecurity,Humanitarian Aid,5
31/12/2018,201851,Gedo,Garbahaarey,Gedo,Garbahaarey,Conflict/Insecurity,Humanitarian Aid,6
30/06/2018,201822,Gedo,Garbahaarey,Gedo,Garbahaarey,Conflict/Insecurity,Humanitarian Aid,8
30/11/2018,201845,Gedo,Garbahaarey,Gedo,Garbahaarey,Conflict/Insecurity,Humanitarian Aid,9
30/11/2018,201847,Gedo,Garbahaarey,Gedo,Garbahaarey,Conflict/Insecurity,Humanitarian Aid,9
31/10/2018,201840,Gedo,Garbahaarey,Gedo,Garbahaarey,Conflict/Insecurity,Humanitarian Aid,9
30/09/2018,201836,Gedo,Garbahaarey,Gedo,Garbahaarey,Conflict/Insecurity,Humanitarian Aid,7
31/08/2018,201835,Gedo,Garbahaarey,Gedo,Garbahaarey,Conflict/Insecurity,Livelihood Support,8
31/07/2018,201828,Gedo,Garbahaarey,Gedo,Garbahaarey,Conflict/Insecurity,Livelihood Support,8
30/06/2018,201823,Gedo,Garbahaarey,Gedo,Garbahaarey,Conflict/Insecurity,Livelihood Support,7
30/11/2018,201844,Gedo,Garbahaarey,Gedo,Garbahaarey,Conflict/Insecurity,Livelihood Support,15
30/11/2018,201845,Gedo,Garbahaarey,Gedo,Garbahaarey,Conflict/Insecurity,Livelihood Support,8
31/10/2018,201840,Gedo,Garbahaarey,Gedo,Garbahaarey,Conflict/Insecurity,Livelihood Support,9
31/10/2018,201841,Gedo,Garbahaarey,Gedo,Garbahaarey,Conflict/Insecurity,Livelihood Support,16
31/10/2018,201842,Gedo,Garbahaarey,Gedo,Garbahaarey,Conflict/Insecurity,Livelihood Support,13
31/10/2018,201843,Gedo,Garbahaarey,Gedo,Garbahaarey,Conflict/Insecurity,Livelihood Support,130
30/09/2018,201835,Gedo,Garbahaarey,Gedo,Garbahaarey,Conflict/Insecurity,Livelihood Support,14
31/12/2018,201849,Gedo,Garbahaarey,Gedo,Garbahaarey,Conflict/Insecurity,Protection,7
31/03/2018,201812,Gedo,Garbahaarey,Gedo,Garbahaarey,Conflict/Insecurity,Protection,9
30/11/2018,201848,Gedo,Garbahaarey,Gedo,Garbahaarey,Conflict/Insecurity,Protection,112
31/10/2018,201841,Gedo,Garbahaarey,Gedo,Garbahaarey,Conflict/Insecurity,Protection,25
31/10/2018,201842,Gedo,Garbahaarey,Gedo,Garbahaarey,Conflict/Insecurity,Protection,7
31/10/2018,201843,Gedo,Garbahaarey,Gedo,Garbahaarey,Conflict/Insecurity,Protection,10
31/12/2018,201852,Gedo,Garbahaarey,Gedo,Garbahaarey,Conflict/Insecurity,Shelter,8
30/11/2018,201847,Gedo,Garbahaarey,Gedo,Garbahaarey,Conflict/Insecurity,Shelter,7
30/11/2018,201848,Gedo,Garbahaarey,Gedo,Garbahaarey,Conflict/Insecurity,Shelter,6
30/04/2018,201814,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Food,16
31/08/2018,201832,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Food,18
31/08/2018,201833,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Food,10
31/08/2018,201834,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Food,7
31/12/2018,201851,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Food,10
31/12/2018,201852,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Food,9
28/02/2018,201805,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Food,16
28/02/2018,201806,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Food,18
28/02/2018,201807,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Food,23
28/02/2018,201808,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Food,9
28/02/2018,201809,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Food,7
31/01/2018,201803,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Food,15
31/07/2018,201827,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Food,25
31/07/2018,201829,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Food,15
31/07/2018,201830,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Food,8
31/03/2018,201811,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Food,32
31/03/2018,201812,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Food,31
31/03/2018,201813,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Food,8
30/11/2018,201846,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Food,7
30/11/2018,201847,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Food,9
30/11/2018,201848,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Food,9
31/08/2018,201834,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Health,7
31/12/2018,201850,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Health,8
31/12/2018,201851,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Health,8
28/02/2018,201808,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Health,8
31/03/2018,201810,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Health,10
30/09/2018,201836,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Health,12
31/08/2018,201832,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Livelihood Support,6
31/08/2018,201835,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Livelihood Support,9
28/02/2018,201807,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Livelihood Support,6
31/01/2018,201803,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Livelihood Support,27
31/07/2018,201829,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Livelihood Support,8
30/06/2018,201824,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Livelihood Support,7
30/11/2018,201845,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Livelihood Support,6
30/11/2018,201847,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Livelihood Support,8
30/11/2018,201848,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Livelihood Support,7
30/09/2018,201837,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Livelihood Support,13
30/09/2018,201838,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Livelihood Support,18
30/09/2018,201839,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Livelihood Support,9
31/01/2018,201803,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Other,10
31/03/2018,201811,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Other,8
31/08/2018,201832,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Shelter,9
31/08/2018,201833,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Shelter,9
31/12/2018,201849,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Shelter,8
31/07/2018,201827,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Shelter,5
31/07/2018,201828,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Shelter,7
31/03/2018,201812,Gedo,Garbahaarey,Gedo,Garbahaarey,Drought related,Water,8
30/04/2018,201816,Gedo,Garbahaarey,Gedo,Garbahaarey,Flood,Food,143
30/04/2018,201817,Gedo,Garbahaarey,Gedo,Garbahaarey,Flood,Food,3105
31/07/2018,201827,Gedo,Garbahaarey,Gedo,Garbahaarey,Flood,Food,8
30/06/2018,201823,Gedo,Garbahaarey,Gedo,Garbahaarey,Flood,Food,9
30/06/2018,201824,Gedo,Garbahaarey,Gedo,Garbahaarey,Flood,Food,7
31/05/2018,201821,Gedo,Garbahaarey,Gedo,Garbahaarey,Flood,Food,27
31/05/2018,201822,Gedo,Garbahaarey,Gedo,Garbahaarey,Flood,Food,32
30/06/2018,201824,Gedo,Garbahaarey,Gedo,Garbahaarey,Flood,Livelihood Support,16
30/04/2018,201817,Gedo,Garbahaarey,Gedo,Garbahaarey,Flood,Shelter,1916
31/05/2018,201821,Gedo,Garbahaarey,Gedo,Garbahaarey,Flood,Shelter,17
31/12/2018,201852,Gedo,Garbahaarey,Gedo,Garbahaarey,Other,Food,7
30/11/2018,201847,Gedo,Garbahaarey,Gedo,Garbahaarey,Other,Food,8
31/10/2018,201840,Gedo,Garbahaarey,Gedo,Garbahaarey,Other,Food,7
31/12/2018,201850,Gedo,Garbahaarey,Gedo,Garbahaarey,Other,Health,7
31/12/2018,201851,Gedo,Garbahaarey,Gedo,Garbahaarey,Other,Health,11
31/07/2018,201827,Gedo,Garbahaarey,Gedo,Garbahaarey,Other,Health,8
30/11/2018,201846,Gedo,Garbahaarey,Gedo,Garbahaarey,Other,Health,8
30/04/2018,201815,Gedo,Garbahaarey,Gedo,Garbahaarey,Other,Humanitarian Aid,9
31/08/2018,201832,Gedo,Garbahaarey,Gedo,Garbahaarey,Other,Humanitarian Aid,10
31/12/2018,201849,Gedo,Garbahaarey,Gedo,Garbahaarey,Other,Humanitarian Aid,9
31/12/2018,201851,Gedo,Garbahaarey,Gedo,Garbahaarey,Other,Humanitarian Aid,8
31/12/2018,201852,Gedo,Garbahaarey,Gedo,Garbahaarey,Other,Humanitarian Aid,7
31/07/2018,201827,Gedo,Garbahaarey,Gedo,Garbahaarey,Other,Humanitarian Aid,17
30/06/2018,201823,Gedo,Garbahaarey,Gedo,Garbahaarey,Other,Humanitarian Aid,14
30/06/2018,201824,Gedo,Garbahaarey,Gedo,Garbahaarey,Other,Humanitarian Aid,8
31/03/2018,201812,Gedo,Garbahaarey,Gedo,Garbahaarey,Other,Humanitarian Aid,10
31/10/2018,201841,Gedo,Garbahaarey,Gedo,Garbahaarey,Other,Humanitarian Aid,9
30/09/2018,201836,Gedo,Garbahaarey,Gedo,Garbahaarey,Other,Humanitarian Aid,7
31/12/2018,201851,Gedo,Garbahaarey,Gedo,Garbahaarey,Other,Livelihood Support,6
31/01/2018,201804,Gedo,Garbahaarey,Gedo,Garbahaarey,Other,Livelihood Support,11
31/03/2018,201810,Gedo,Garbahaarey,Gedo,Garbahaarey,Other,Livelihood Support,7
31/05/2018,201822,Gedo,Garbahaarey,Gedo,Garbahaarey,Other,Livelihood Support,9
30/11/2018,201844,Gedo,Garbahaarey,Gedo,Garbahaarey,Other,Livelihood Support,7
30/11/2018,201845,Gedo,Garbahaarey,Gedo,Garbahaarey,Other,Livelihood Support,17
30/09/2018,201838,Gedo,Garbahaarey,Gedo,Garbahaarey,Other,Livelihood Support,10
30/09/2018,201839,Gedo,Garbahaarey,Gedo,Garbahaarey,Other,Livelihood Support,8
31/12/2018,201849,Gedo,Garbahaarey,Gedo,Garbahaarey,Other,Other,7
31/07/2018,201830,Gedo,Garbahaarey,Gedo,Garbahaarey,Other,Shelter,6
31/05/2018,201821,Gedo,Garbahaarey,Gedo,Garbahaarey,Other,Shelter,9
31/12/2018,201849,Gedo,Luuq,Bakool,Waajid,Drought related,Food,7
31/07/2018,201831,Gedo,Luuq,Bakool,Waajid,Drought related,Food,26
31/10/2018,201842,Gedo,Luuq,Bakool,Waajid,Drought related,Food,15
30/11/2018,201845,Gedo,Luuq,Bakool,Waajid,Drought related,Health,100
31/08/2018,201832,Gedo,Luuq,Bakool,Waajid,Drought related,Protection,28
31/08/2018,201833,Gedo,Luuq,Bakool,Waajid,Drought related,Protection,4
30/04/2018,201816,Gedo,Luuq,Bay,Diinsoor,Drought related,Food,24
31/12/2018,201849,Gedo,Luuq,Bay,Diinsoor,Drought related,Food,5
31/12/2018,201851,Gedo,Luuq,Bay,Diinsoor,Drought related,Food,11
28/02/2018,201807,Gedo,Luuq,Bay,Diinsoor,Drought related,Food,17
31/01/2018,201801,Gedo,Luuq,Bay,Diinsoor,Drought related,Food,18
31/01/2018,201802,Gedo,Luuq,Bay,Diinsoor,Drought related,Food,30
31/01/2018,201803,Gedo,Luuq,Bay,Diinsoor,Drought related,Food,11
31/07/2018,201828,Gedo,Luuq,Bay,Diinsoor,Drought related,Food,17
31/03/2018,201810,Gedo,Luuq,Bay,Diinsoor,Drought related,Food,28
31/03/2018,201812,Gedo,Luuq,Bay,Diinsoor,Drought related,Food,26
30/11/2018,201846,Gedo,Luuq,Bay,Diinsoor,Drought related,Food,6
31/10/2018,201842,Gedo,Luuq,Bay,Diinsoor,Drought related,Food,22
30/09/2018,201836,Gedo,Luuq,Bay,Diinsoor,Drought related,Food,11
31/08/2018,201832,Gedo,Luuq,Bay,Diinsoor,Drought related,Protection,47
31/08/2018,201833,Gedo,Luuq,Bay,Diinsoor,Drought related,Protection,9
31/12/2018,201849,Gedo,Luuq,Bay,Diinsoor,Drought related,Shelter,4
28/02/2018,201806,Gedo,Luuq,Gedo,Belet Xaawo,Drought related,Food,9
31/01/2018,201802,Gedo,Luuq,Gedo,Belet Xaawo,Drought related,Food,48
31/01/2018,201803,Gedo,Luuq,Gedo,Belet Xaawo,Drought related,Food,26
30/09/2018,201839,Gedo,Luuq,Gedo,Luuq,Conflict/Insecurity,Food,47
30/04/2018,201814,Gedo,Luuq,Gedo,Luuq,Drought related,Food,40
30/04/2018,201815,Gedo,Luuq,Gedo,Luuq,Drought related,Food,83
31/08/2018,201834,Gedo,Luuq,Gedo,Luuq,Drought related,Food,5
31/12/2018,201849,Gedo,Luuq,Gedo,Luuq,Drought related,Food,8
31/12/2018,201852,Gedo,Luuq,Gedo,Luuq,Drought related,Food,40
28/02/2018,201806,Gedo,Luuq,Gedo,Luuq,Drought related,Food,41
28/02/2018,201807,Gedo,Luuq,Gedo,Luuq,Drought related,Food,25
28/02/2018,201808,Gedo,Luuq,Gedo,Luuq,Drought related,Food,11
31/01/2018,201803,Gedo,Luuq,Gedo,Luuq,Drought related,Food,53
31/01/2018,201804,Gedo,Luuq,Gedo,Luuq,Drought related,Food,45
31/07/2018,201827,Gedo,Luuq,Gedo,Luuq,Drought related,Food,46
31/07/2018,201828,Gedo,Luuq,Gedo,Luuq,Drought related,Food,10
31/07/2018,201831,Gedo,Luuq,Gedo,Luuq,Drought related,Food,9
30/06/2018,201823,Gedo,Luuq,Gedo,Luuq,Drought related,Food,15
30/06/2018,201824,Gedo,Luuq,Gedo,Luuq,Drought related,Food,43
31/03/2018,201809,Gedo,Luuq,Gedo,Luuq,Drought related,Food,26
31/03/2018,201810,Gedo,Luuq,Gedo,Luuq,Drought related,Food,33
31/03/2018,201811,Gedo,Luuq,Gedo,Luuq,Drought related,Food,6
31/03/2018,201813,Gedo,Luuq,Gedo,Luuq,Drought related,Food,6
31/05/2018,201819,Gedo,Luuq,Gedo,Luuq,Drought related,Food,6
30/11/2018,201846,Gedo,Luuq,Gedo,Luuq,Drought related,Food,35
30/11/2018,201847,Gedo,Luuq,Gedo,Luuq,Drought related,Food,25
31/10/2018,201840,Gedo,Luuq,Gedo,Luuq,Drought related,Food,4
31/10/2018,201842,Gedo,Luuq,Gedo,Luuq,Drought related,Food,19
31/10/2018,201843,Gedo,Luuq,Gedo,Luuq,Drought related,Food,50
30/09/2018,201836,Gedo,Luuq,Gedo,Luuq,Drought related,Food,5
30/09/2018,201837,Gedo,Luuq,Gedo,Luuq,Drought related,Food,28
30/09/2018,201839,Gedo,Luuq,Gedo,Luuq,Drought related,Food,27
31/05/2018,201819,Gedo,Luuq,Gedo,Luuq,Drought related,Livelihood Support,16
31/08/2018,201832,Gedo,Luuq,Gedo,Luuq,Drought related,Protection,49
31/08/2018,201833,Gedo,Luuq,Gedo,Luuq,Drought related,Protection,5
31/08/2018,201834,Gedo,Luuq,Gedo,Luuq,Drought related,Protection,4
30/09/2018,201836,Gedo,Luuq,Gedo,Luuq,Drought related,Shelter,6
30/04/2018,201817,Gedo,Luuq,Gedo,Luuq,Flood,Food,664
30/04/2018,201818,Gedo,Luuq,Gedo,Luuq,Flood,Food,7900
31/05/2018,201818,Gedo,Luuq,Gedo,Luuq,Flood,Food,20
31/05/2018,201819,Gedo,Luuq,Gedo,Luuq,Flood,Food,17
30/04/2018,201817,Gedo,Luuq,Gedo,Luuq,Flood,Other,12800
30/04/2018,201818,Gedo,Luuq,Gedo,Luuq,Flood,Other,4500
31/08/2018,201832,Gedo,Luuq,Gedo,Luuq,Other,Protection,5
30/04/2018,201814,Hiraan,Belet Weyne,Bakool,Tayeeglow,Drought related,Food,80
31/08/2018,201833,Hiraan,Belet Weyne,Bakool,Tayeeglow,Drought related,Food,61
31/08/2018,201834,Hiraan,Belet Weyne,Bakool,Tayeeglow,Drought related,Food,31
31/08/2018,201835,Hiraan,Belet Weyne,Bakool,Tayeeglow,Drought related,Food,16
28/02/2018,201808,Hiraan,Belet Weyne,Bakool,Tayeeglow,Drought related,Food,264
28/02/2018,201809,Hiraan,Belet Weyne,Bakool,Tayeeglow,Drought related,Food,21
31/01/2018,201801,Hiraan,Belet Weyne,Bakool,Tayeeglow,Drought related,Food,126
31/03/2018,201813,Hiraan,Belet Weyne,Bakool,Tayeeglow,Drought related,Food,85
30/11/2018,201845,Hiraan,Belet Weyne,Bakool,Tayeeglow,Drought related,Food,36
30/11/2018,201848,Hiraan,Belet Weyne,Bakool,Tayeeglow,Drought related,Food,77
30/09/2018,201837,Hiraan,Belet Weyne,Bakool,Tayeeglow,Drought related,Food,39
30/09/2018,201839,Hiraan,Belet Weyne,Bakool,Tayeeglow,Drought related,Food,63
31/08/2018,201833,Hiraan,Belet Weyne,Bakool,Tayeeglow,Drought related,Health,2
30/09/2018,201839,Hiraan,Belet Weyne,Bakool,Tayeeglow,Drought related,Health,2
30/04/2018,201814,Hiraan,Belet Weyne,Bakool,Tayeeglow,Drought related,Other,1
31/03/2018,201811,Hiraan,Belet Weyne,Bakool,Tayeeglow,Drought related,Other,118
31/03/2018,201813,Hiraan,Belet Weyne,Bakool,Tayeeglow,Drought related,Other,41
30/04/2018,201814,Hiraan,Belet Weyne,Bakool,Tayeeglow,Other,Food,2
31/08/2018,201833,Hiraan,Belet Weyne,Bakool,Tayeeglow,Other,Food,2
31/03/2018,201813,Hiraan,Belet Weyne,Bakool,Tayeeglow,Other,Food,3
30/09/2018,201837,Hiraan,Belet Weyne,Bakool,Tayeeglow,Other,Food,6
30/09/2018,201839,Hiraan,Belet Weyne,Bakool,Tayeeglow,Other,Food,5
30/09/2018,201839,Hiraan,Belet Weyne,Bakool,Tayeeglow,Other,Health,1
31/12/2018,201851,Hiraan,Belet Weyne,Hiraan,Belet Weyne,Conflict/Insecurity,Food,840
31/03/2018,201813,Hiraan,Belet Weyne,Hiraan,Belet Weyne,Conflict/Insecurity,Food,8
30/09/2018,201838,Hiraan,Belet Weyne,Hiraan,Belet Weyne,Conflict/Insecurity,Food,119
30/09/2018,201839,Hiraan,Belet Weyne,Hiraan,Belet Weyne,Conflict/Insecurity,Food,312
31/12/2018,201850,Hiraan,Belet Weyne,Hiraan,Belet Weyne,Drought related,Food,5
31/12/2018,201852,Hiraan,Belet Weyne,Hiraan,Belet Weyne,Drought related,Livelihood Support,6
30/04/2018,201817,Hiraan,Belet Weyne,Hiraan,Belet Weyne,Flood,Food,5640
31/05/2018,201818,Hiraan,Belet Weyne,Hiraan,Belet Weyne,Flood,Food,3858
31/05/2018,201819,Hiraan,Belet Weyne,Hiraan,Belet Weyne,Flood,Livelihood Support,5
30/04/2018,201817,Hiraan,Belet Weyne,Hiraan,Belet Weyne,Flood,Other,180
30/04/2018,201817,Hiraan,Belet Weyne,Hiraan,Belet Weyne,Flood,Shelter,93296
31/05/2018,201818,Hiraan,Belet Weyne,Hiraan,Belet Weyne,Flood,Shelter,3576
28/02/2018,201807,Hiraan,Belet Weyne,Mudug,Gaalkacyo,Drought related,Food,13
30/11/2018,201847,Hiraan,Bulo Burto,Hiraan,Belet Weyne,Drought related,Other,1200
31/08/2018,201834,Hiraan,Bulo Burto,Hiraan,Bulo Burto,Conflict/Insecurity,Food,40
31/07/2018,201828,Hiraan,Bulo Burto,Hiraan,Bulo Burto,Conflict/Insecurity,Food,720
31/10/2018,201840,Hiraan,Bulo Burto,Hiraan,Bulo Burto,Conflict/Insecurity,Food,2520
31/10/2018,201841,Hiraan,Bulo Burto,Hiraan,Bulo Burto,Conflict/Insecurity,Food,1080
31/08/2018,201834,Hiraan,Bulo Burto,Hiraan,Bulo Burto,Drought related,Food,31
31/12/2018,201850,Hiraan,Bulo Burto,Hiraan,Bulo Burto,Drought related,Food,132
30/11/2018,201845,Hiraan,Bulo Burto,Hiraan,Bulo Burto,Drought related,Food,5
30/09/2018,201837,Hiraan,Bulo Burto,Hiraan,Bulo Burto,Drought related,Food,63
31/10/2018,201840,Hiraan,Jalalaqsi,Hiraan,Bulo Burto,Conflict/Insecurity,Food,3480
31/10/2018,201841,Hiraan,Jalalaqsi,Hiraan,Jalalaqsi,Conflict/Insecurity,Food,894
31/05/2018,201821,Hiraan,Jalalaqsi,Hiraan,Jalalaqsi,Flood,Food,34956
30/04/2018,201817,Hiraan,Jalalaqsi,Hiraan,Jalalaqsi,Flood,Shelter,5038
30/11/2018,201844,Hiraan,Jalalaqsi,Middle Shabelle,Jowhar,Conflict/Insecurity,Food,83
30/09/2018,201838,Hiraan,Jalalaqsi,Middle Shabelle,Jowhar,Conflict/Insecurity,Food,40
30/11/2018,201844,Hiraan,Jalalaqsi,Middle Shabelle,Jowhar,Conflict/Insecurity,Other,3
31/08/2018,201834,Hiraan,Jalalaqsi,Middle Shabelle,Jowhar,Conflict/Insecurity,Shelter,136
31/01/2018,201801,Lower Juba,Afmadow,Bay,Baidoa,Drought related,Food,209
31/01/2018,201801,Lower Juba,Afmadow,Bay,Diinsoor,Drought related,Food,101
31/01/2018,201801,Lower Juba,Afmadow,Bay,Diinsoor,Drought related,Other,5
31/01/2018,201801,Lower Juba,Afmadow,Bay,Diinsoor,Other,Food,6
28/02/2018,201806,Lower Juba,Afmadow,Bay,Qansax Dheere,Drought related,Food,3
31/01/2018,201805,Lower Juba,Afmadow,Bay,Qansax Dheere,Drought related,Food,10
30/11/2018,201848,Lower Juba,Afmadow,Bay,Qansax Dheere,Drought related,Food,20
31/10/2018,201842,Lower Juba,Afmadow,Bay,Qansax Dheere,Drought related,Food,23
31/10/2018,201843,Lower Juba,Afmadow,Bay,Qansax Dheere,Drought related,Food,5
31/10/2018,201840,Lower Juba,Afmadow,Bay,Qansax Dheere,Drought related,Livelihood Support,11
31/10/2018,201843,Lower Juba,Afmadow,Bay,Qansax Dheere,Drought related,Livelihood Support,5
30/09/2018,201839,Lower Juba,Afmadow,Bay,Qansax Dheere,Drought related,Livelihood Support,14
31/08/2018,201834,Lower Juba,Afmadow,Bay,Qansax Dheere,Drought related,Other,6
30/06/2018,201823,Lower Juba,Afmadow,Bay,Qansax Dheere,Flood,Food,3
31/03/2018,201810,Lower Juba,Afmadow,Gedo,Belet Xaawo,Drought related,Food,5
31/01/2018,201802,Lower Juba,Afmadow,Gedo,Doolow,Drought related,Food,2
31/01/2018,201802,Lower Juba,Afmadow,Gedo,Doolow,Drought related,Other,8
31/08/2018,201832,Lower Juba,Afmadow,Gedo,Luuq,Drought related,Food,18
31/01/2018,201803,Lower Juba,Afmadow,Gedo,Luuq,Drought related,Food,18
31/03/2018,201812,Lower Juba,Afmadow,Gedo,Luuq,Drought related,Food,31
30/09/2018,201838,Lower Juba,Afmadow,Gedo,Luuq,Drought related,Livelihood Support,11
30/09/2018,201839,Lower Juba,Afmadow,Gedo,Luuq,Drought related,Livelihood Support,10
31/08/2018,201833,Lower Juba,Afmadow,Gedo,Luuq,Drought related,Other,11
31/01/2018,201803,Lower Juba,Afmadow,Gedo,Luuq,Drought related,Shelter,5
31/12/2018,201852,Lower Juba,Afmadow,Lower Juba,Afmadow,Conflict/Insecurity,Food,6
30/11/2018,201845,Lower Juba,Afmadow,Lower Juba,Afmadow,Conflict/Insecurity,Food,9
31/07/2018,201828,Lower Juba,Afmadow,Lower Juba,Afmadow,Conflict/Insecurity,Livelihood Support,4
30/11/2018,201845,Lower Juba,Afmadow,Lower Juba,Afmadow,Conflict/Insecurity,Other,5
30/09/2018,201837,Lower Juba,Afmadow,Lower Juba,Afmadow,Conflict/Insecurity,Other,5
30/04/2018,201815,Lower Juba,Afmadow,Lower Juba,Afmadow,Drought related,Food,14
31/08/2018,201834,Lower Juba,Afmadow,Lower Juba,Afmadow,Drought related,Food,17
31/12/2018,201849,Lower Juba,Afmadow,Lower Juba,Afmadow,Drought related,Food,12
31/12/2018,201850,Lower Juba,Afmadow,Lower Juba,Afmadow,Drought related,Food,5
31/12/2018,201851,Lower Juba,Afmadow,Lower Juba,Afmadow,Drought related,Food,19
28/02/2018,201805,Lower Juba,Afmadow,Lower Juba,Afmadow,Drought related,Food,4
28/02/2018,201806,Lower Juba,Afmadow,Lower Juba,Afmadow,Drought related,Food,28
28/02/2018,201807,Lower Juba,Afmadow,Lower Juba,Afmadow,Drought related,Food,16
28/02/2018,201808,Lower Juba,Afmadow,Lower Juba,Afmadow,Drought related,Food,18
31/01/2018,201803,Lower Juba,Afmadow,Lower Juba,Afmadow,Drought related,Food,4
31/01/2018,201804,Lower Juba,Afmadow,Lower Juba,Afmadow,Drought related,Food,5
31/03/2018,201809,Lower Juba,Afmadow,Lower Juba,Afmadow,Drought related,Food,7
31/03/2018,201810,Lower Juba,Afmadow,Lower Juba,Afmadow,Drought related,Food,12
31/03/2018,201811,Lower Juba,Afmadow,Lower Juba,Afmadow,Drought related,Food,29
31/03/2018,201812,Lower Juba,Afmadow,Lower Juba,Afmadow,Drought related,Food,11
30/11/2018,201844,Lower Juba,Afmadow,Lower Juba,Afmadow,Drought related,Food,37
30/11/2018,201845,Lower Juba,Afmadow,Lower Juba,Afmadow,Drought related,Food,54
30/11/2018,201846,Lower Juba,Afmadow,Lower Juba,Afmadow,Drought related,Food,4
30/11/2018,201847,Lower Juba,Afmadow,Lower Juba,Afmadow,Drought related,Food,19
30/11/2018,201848,Lower Juba,Afmadow,Lower Juba,Afmadow,Drought related,Food,6
30/09/2018,201836,Lower Juba,Afmadow,Lower Juba,Afmadow,Drought related,Food,14
30/09/2018,201839,Lower Juba,Afmadow,Lower Juba,Afmadow,Drought related,Food,11
